Using device:  cpu
Epoch 0, data points: 79534, Loss per data point: 0.33638576035899226
Epoch 10, data points: 79534, Loss per data point: 0.3363606660226426
Epoch 20, data points: 79534, Loss per data point: 0.3363696637624743
Epoch 30, data points: 79534, Loss per data point: 0.33631755824444814
Epoch 40, data points: 79534, Loss per data point: 0.3363627490241416
Epoch 50, data points: 79534, Loss per data point: 0.33634513519286724
Epoch 60, data points: 79534, Loss per data point: 0.33630712132381135
Epoch 70, data points: 79534, Loss per data point: 0.3363790325808268
Epoch 80, data points: 79534, Loss per data point: 0.33629964747961166
Epoch 90, data points: 79534, Loss per data point: 0.3363116859241593
Training completed
user 0 / 5000, time taken: 0.0001201629638671875
user 1000 / 5000, time taken: 0.8031442165374756
user 2000 / 5000, time taken: 0.8134188652038574
user 3000 / 5000, time taken: 0.8041059970855713
user 4000 / 5000, time taken: 0.8272712230682373
Day 8, actual_clicks_reward: 1150.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 83729.52324388872, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 89648, Loss per data point: 0.33894278883253187
Epoch 10, data points: 89648, Loss per data point: 0.33894374890559786
Epoch 20, data points: 89648, Loss per data point: 0.3389384425497047
Epoch 30, data points: 89648, Loss per data point: 0.33894075243447097
Epoch 40, data points: 89648, Loss per data point: 0.3389220185499414
Epoch 50, data points: 89648, Loss per data point: 0.3388985071185655
Epoch 60, data points: 89648, Loss per data point: 0.33895991377993906
Epoch 70, data points: 89648, Loss per data point: 0.3389854212382128
Epoch 80, data points: 89648, Loss per data point: 0.3389506421354271
Epoch 90, data points: 89648, Loss per data point: 0.3389321863385326
Training completed
user 0 / 5000, time taken: 8.797645568847656e-05
user 1000 / 5000, time taken: 0.8224127292633057
user 2000 / 5000, time taken: 0.8099629878997803
user 3000 / 5000, time taken: 0.8308250904083252
user 4000 / 5000, time taken: 0.8174941539764404
Day 9, actual_clicks_reward: 1070.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 81014.5462963908, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 99585, Loss per data point: 0.34071532458361714
Epoch 10, data points: 99585, Loss per data point: 0.34071441318469636
Epoch 20, data points: 99585, Loss per data point: 0.3407140167660758
Epoch 30, data points: 99585, Loss per data point: 0.340722876916169
Epoch 40, data points: 99585, Loss per data point: 0.3407312143912557
Epoch 50, data points: 99585, Loss per data point: 0.34071692632265393
Epoch 60, data points: 99585, Loss per data point: 0.3406876874878601
Epoch 70, data points: 99585, Loss per data point: 0.34082065102397696
Epoch 80, data points: 99585, Loss per data point: 0.3406823540509582
Epoch 90, data points: 99585, Loss per data point: 0.34071733007686245
Training completed
user 0 / 5000, time taken: 8.916854858398438e-05
user 1000 / 5000, time taken: 0.808941125869751
user 2000 / 5000, time taken: 0.8912909030914307
user 3000 / 5000, time taken: 0.8258700370788574
user 4000 / 5000, time taken: 0.8894729614257812
Day 10, actual_clicks_reward: 1144.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 84507.60430846791, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 109404, Loss per data point: 0.342983862603283
Epoch 10, data points: 109404, Loss per data point: 0.342993300465194
Epoch 20, data points: 109404, Loss per data point: 0.34298699696510043
Epoch 30, data points: 109404, Loss per data point: 0.34298392948879936
Epoch 40, data points: 109404, Loss per data point: 0.34298477949187295
Epoch 50, data points: 109404, Loss per data point: 0.34298039142542674
Epoch 60, data points: 109404, Loss per data point: 0.34297643502466135
Epoch 70, data points: 109404, Loss per data point: 0.342978940869218
Epoch 80, data points: 109404, Loss per data point: 0.3429881799313003
Epoch 90, data points: 109404, Loss per data point: 0.3429719706888517
Training completed
user 0 / 5000, time taken: 0.00012493133544921875
user 1000 / 5000, time taken: 0.7966279983520508
user 2000 / 5000, time taken: 0.7950320243835449
user 3000 / 5000, time taken: 0.8295249938964844
user 4000 / 5000, time taken: 0.8885378837585449
Day 11, actual_clicks_reward: 1161.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 87279.70006583385, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 119414, Loss per data point: 0.34515323796565295
Epoch 10, data points: 119414, Loss per data point: 0.3451437880813318
Epoch 20, data points: 119414, Loss per data point: 0.3451534036131971
Epoch 30, data points: 119414, Loss per data point: 0.34514512752519094
Epoch 40, data points: 119414, Loss per data point: 0.3451408782462046
Epoch 50, data points: 119414, Loss per data point: 0.34515018674931064
Epoch 60, data points: 119414, Loss per data point: 0.3451754065130317
Epoch 70, data points: 119414, Loss per data point: 0.34514310416777255
Epoch 80, data points: 119414, Loss per data point: 0.34512336800741195
Epoch 90, data points: 119414, Loss per data point: 0.34513220112287063
Training completed
user 0 / 5000, time taken: 0.00017523765563964844
user 1000 / 5000, time taken: 0.8569302558898926
user 2000 / 5000, time taken: 0.7953529357910156
user 3000 / 5000, time taken: 0.8267879486083984
user 4000 / 5000, time taken: 0.8150880336761475
Day 12, actual_clicks_reward: 1166.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 86319.66102598244, max_watch_duration_reward: 102811.97076939308
agent name:  TweedieModelAgent
model parameters:  <generator object Module.parameters at 0x1439a33c0>
actual_clicks_reward (rounded):  14249.0
max_clicks_reward (rounded):  16497.87
actual_watch_duration_reward (rounded):  1009009.41
max_watch_duration_reward (rounded):  1336555.62
agent name:  RegressionModelAgent
user 0 / 5000, time taken: 0.0019431114196777344
user 1000 / 5000, time taken: 0.041429996490478516
user 2000 / 5000, time taken: 0.03496503829956055
user 3000 / 5000, time taken: 0.04226398468017578
user 4000 / 5000, time taken: 0.04685401916503906
Day 0, actual_clicks_reward: 1170.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 79387.28954366845, max_watch_duration_reward: 102811.97076939308
user 0 / 5000, time taken: 0.003216266632080078
user 1000 / 5000, time taken: 0.04510021209716797
user 2000 / 5000, time taken: 0.042613983154296875
user 3000 / 5000, time taken: 0.04400992393493652
user 4000 / 5000, time taken: 0.038548946380615234
Day 1, actual_clicks_reward: 1101.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 74544.16055922283, max_watch_duration_reward: 102811.97076939308
user 0 / 5000, time taken: 0.002218961715698242
user 1000 / 5000, time taken: 0.04457592964172363
user 2000 / 5000, time taken: 0.04871392250061035
user 3000 / 5000, time taken: 0.042971134185791016
user 4000 / 5000, time taken: 0.16193318367004395
Day 2, actual_clicks_reward: 1135.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 76674.62338880489, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 30114, Loss per data point: 24.07429550667006
Epoch 10, data points: 30114, Loss per data point: 23.974679935751997
Epoch 20, data points: 30114, Loss per data point: 23.960799031708277
Epoch 30, data points: 30114, Loss per data point: 23.962962887126736
Epoch 40, data points: 30114, Loss per data point: 23.961689845541997
Epoch 50, data points: 30114, Loss per data point: 23.958444009084044
Epoch 60, data points: 30114, Loss per data point: 23.96107513692232
Epoch 70, data points: 30114, Loss per data point: 23.954457516925796
Epoch 80, data points: 30114, Loss per data point: 23.95807970220162
Epoch 90, data points: 30114, Loss per data point: 23.95655426703863
Training completed
user 0 / 5000, time taken: 0.00010085105895996094
user 1000 / 5000, time taken: 0.7231197357177734
user 2000 / 5000, time taken: 0.8153629302978516
user 3000 / 5000, time taken: 0.7056629657745361
user 4000 / 5000, time taken: 0.7365710735321045
Day 3, actual_clicks_reward: 1035.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 52730.8619736677, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 39894, Loss per data point: 21.76292552920268
Epoch 10, data points: 39894, Loss per data point: 21.711813898918926
Epoch 20, data points: 39894, Loss per data point: 21.713667696828846
Epoch 30, data points: 39894, Loss per data point: 21.722606309632667
Epoch 40, data points: 39894, Loss per data point: 21.712655158905168
Epoch 50, data points: 39894, Loss per data point: 21.71751713763504
Epoch 60, data points: 39894, Loss per data point: 21.725330601397353
Epoch 70, data points: 39894, Loss per data point: 21.712017990386162
Epoch 80, data points: 39894, Loss per data point: 21.72463410990862
Epoch 90, data points: 39894, Loss per data point: 21.710239392519295
Training completed
user 0 / 5000, time taken: 0.007354021072387695
user 1000 / 5000, time taken: 0.8002769947052002
user 2000 / 5000, time taken: 0.7887222766876221
user 3000 / 5000, time taken: 0.8243982791900635
user 4000 / 5000, time taken: 0.8035950660705566
Day 4, actual_clicks_reward: 984.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 59507.97758046418, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 49952, Loss per data point: 20.729338844871766
Epoch 10, data points: 49952, Loss per data point: 20.690281762288674
Epoch 20, data points: 49952, Loss per data point: 20.6874243101197
Epoch 30, data points: 49952, Loss per data point: 20.68316405893212
Epoch 40, data points: 49952, Loss per data point: 20.68211668855788
Epoch 50, data points: 49952, Loss per data point: 20.684580815899913
Epoch 60, data points: 49952, Loss per data point: 20.684727667234863
Epoch 70, data points: 49952, Loss per data point: 20.683855109379735
Epoch 80, data points: 49952, Loss per data point: 20.68269907649246
Epoch 90, data points: 49952, Loss per data point: 20.683023403501906
Training completed
user 0 / 5000, time taken: 0.00011515617370605469
user 1000 / 5000, time taken: 0.7752859592437744
user 2000 / 5000, time taken: 0.7807750701904297
user 3000 / 5000, time taken: 0.861016035079956
user 4000 / 5000, time taken: 0.8551139831542969
Day 5, actual_clicks_reward: 945.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 50846.83776793661, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 59921, Loss per data point: 19.49744068146452
Epoch 10, data points: 59921, Loss per data point: 19.468201917747404
Epoch 20, data points: 59921, Loss per data point: 19.454206850493662
Epoch 30, data points: 59921, Loss per data point: 19.466337722348218
Epoch 40, data points: 59921, Loss per data point: 19.457332319511522
Epoch 50, data points: 59921, Loss per data point: 19.468963480220932
Epoch 60, data points: 59921, Loss per data point: 19.461253569768758
Epoch 70, data points: 59921, Loss per data point: 19.46059430412468
Epoch 80, data points: 59921, Loss per data point: 19.450868997484566
Epoch 90, data points: 59921, Loss per data point: 19.452227742376614
Training completed
user 0 / 5000, time taken: 8.893013000488281e-05
user 1000 / 5000, time taken: 0.8524761199951172
user 2000 / 5000, time taken: 0.8450648784637451
user 3000 / 5000, time taken: 0.8375470638275146
user 4000 / 5000, time taken: 0.8317089080810547
Day 6, actual_clicks_reward: 974.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 47586.982257063195, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 69866, Loss per data point: 18.53054384840851
Epoch 10, data points: 69866, Loss per data point: 18.505416241122933
Epoch 20, data points: 69866, Loss per data point: 18.517408649951378
Epoch 30, data points: 69866, Loss per data point: 18.51139607212605
Epoch 40, data points: 69866, Loss per data point: 18.513579079401374
Epoch 50, data points: 69866, Loss per data point: 18.517621563796315
Epoch 60, data points: 69866, Loss per data point: 18.505041044795046
Epoch 70, data points: 69866, Loss per data point: 18.512660763571034
Epoch 80, data points: 69866, Loss per data point: 18.512687274368403
Epoch 90, data points: 69866, Loss per data point: 18.515274306137787
Training completed
user 0 / 5000, time taken: 0.00029778480529785156
user 1000 / 5000, time taken: 0.7713291645050049
user 2000 / 5000, time taken: 0.8260200023651123
user 3000 / 5000, time taken: 0.8209490776062012
user 4000 / 5000, time taken: 0.8373880386352539
Day 7, actual_clicks_reward: 959.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 53144.596280819685, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 79878, Loss per data point: 17.94355553242789
Epoch 10, data points: 79878, Loss per data point: 17.936182509306995
Epoch 20, data points: 79878, Loss per data point: 17.934529220452877
Epoch 30, data points: 79878, Loss per data point: 17.934401121616855
Epoch 40, data points: 79878, Loss per data point: 17.946333952840018
Epoch 50, data points: 79878, Loss per data point: 17.960616680034374
Epoch 60, data points: 79878, Loss per data point: 17.946754764742277
Epoch 70, data points: 79878, Loss per data point: 17.93099206681692
Epoch 80, data points: 79878, Loss per data point: 17.931666769033775
Epoch 90, data points: 79878, Loss per data point: 17.93178431510615
Training completed
user 0 / 5000, time taken: 9.083747863769531e-05
user 1000 / 5000, time taken: 0.8381853103637695
user 2000 / 5000, time taken: 0.9386770725250244
user 3000 / 5000, time taken: 0.8406178951263428
user 4000 / 5000, time taken: 0.848660945892334
Day 8, actual_clicks_reward: 1031.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 66202.489100731, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 89898, Loss per data point: 18.189451644088
Epoch 10, data points: 89898, Loss per data point: 18.185181772895337
Epoch 20, data points: 89898, Loss per data point: 18.18598638740052
Epoch 30, data points: 89898, Loss per data point: 18.175751503610424
Epoch 40, data points: 89898, Loss per data point: 18.177635342470808
Epoch 50, data points: 89898, Loss per data point: 18.177430171924545
Epoch 60, data points: 89898, Loss per data point: 18.1753348374903
Epoch 70, data points: 89898, Loss per data point: 18.183028317942668
Epoch 80, data points: 89898, Loss per data point: 18.18257021792073
Epoch 90, data points: 89898, Loss per data point: 18.175145974246547
Training completed
user 0 / 5000, time taken: 0.00011014938354492188
user 1000 / 5000, time taken: 0.8415942192077637
user 2000 / 5000, time taken: 0.8605260848999023
user 3000 / 5000, time taken: 0.9108221530914307
user 4000 / 5000, time taken: 0.7929270267486572
Day 9, actual_clicks_reward: 1023.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 64738.73556968385, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 99694, Loss per data point: 18.342049437755207
Epoch 10, data points: 99694, Loss per data point: 18.32801150797334
Epoch 20, data points: 99694, Loss per data point: 18.326951833082866
Epoch 30, data points: 99694, Loss per data point: 18.332808509567382
Epoch 40, data points: 99694, Loss per data point: 18.332546417453973
Epoch 50, data points: 99694, Loss per data point: 18.32403198413381
Epoch 60, data points: 99694, Loss per data point: 18.323184485506943
Epoch 70, data points: 99694, Loss per data point: 18.322200797397034
Epoch 80, data points: 99694, Loss per data point: 18.32323982832934
Epoch 90, data points: 99694, Loss per data point: 18.32245560759185
Training completed
user 0 / 5000, time taken: 0.00012302398681640625
user 1000 / 5000, time taken: 0.8411719799041748
user 2000 / 5000, time taken: 0.8640451431274414
user 3000 / 5000, time taken: 0.8340680599212646
user 4000 / 5000, time taken: 0.8248400688171387
Day 10, actual_clicks_reward: 888.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 59838.87678629088, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 109640, Loss per data point: 18.30364447515057
Epoch 10, data points: 109640, Loss per data point: 18.278611939512697
Epoch 20, data points: 109640, Loss per data point: 18.272123815386195
Epoch 30, data points: 109640, Loss per data point: 18.2771406794412
Epoch 40, data points: 109640, Loss per data point: 18.29949099242535
Epoch 50, data points: 109640, Loss per data point: 18.272344103663215
Epoch 60, data points: 109640, Loss per data point: 18.270030186168473
Epoch 70, data points: 109640, Loss per data point: 18.28095345770256
Epoch 80, data points: 109640, Loss per data point: 18.27989557854932
Epoch 90, data points: 109640, Loss per data point: 18.28285023782515
Training completed
user 0 / 5000, time taken: 8.893013000488281e-05
user 1000 / 5000, time taken: 0.9194579124450684
user 2000 / 5000, time taken: 0.8434140682220459
user 3000 / 5000, time taken: 0.8022170066833496
user 4000 / 5000, time taken: 0.7998700141906738
Day 11, actual_clicks_reward: 1021.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 76295.21889701055, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 119581, Loss per data point: 18.885623137545622
Epoch 10, data points: 119581, Loss per data point: 18.875006720548434
Epoch 20, data points: 119581, Loss per data point: 18.875892018312044
Epoch 30, data points: 119581, Loss per data point: 18.875489584354746
Epoch 40, data points: 119581, Loss per data point: 18.875582846351413
Epoch 50, data points: 119581, Loss per data point: 18.876307745698657
Epoch 60, data points: 119581, Loss per data point: 18.8749060347402
Epoch 70, data points: 119581, Loss per data point: 18.87561942992695
Epoch 80, data points: 119581, Loss per data point: 18.875201945507
Epoch 90, data points: 119581, Loss per data point: 18.87414583415492
Training completed
user 0 / 5000, time taken: 0.00014400482177734375
user 1000 / 5000, time taken: 0.5504171848297119
user 2000 / 5000, time taken: 0.49724817276000977
user 3000 / 5000, time taken: 0.46581387519836426
user 4000 / 5000, time taken: 0.5111122131347656
Day 12, actual_clicks_reward: 1034.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 59909.35644493789, max_watch_duration_reward: 102811.97076939308
agent name:  RegressionModelAgent
model parameters:  <generator object Module.parameters at 0x113991970>
actual_clicks_reward (rounded):  13300.0
max_clicks_reward (rounded):  16497.87
actual_watch_duration_reward (rounded):  821408.01
max_watch_duration_reward (rounded):  1336555.62
agent name:  WeightedPointWiseModelAgent
user 0 / 5000, time taken: 0.0007512569427490234
user 1000 / 5000, time taken: 0.022717952728271484
user 2000 / 5000, time taken: 0.023611068725585938
user 3000 / 5000, time taken: 0.02251720428466797
user 4000 / 5000, time taken: 0.02315211296081543
Day 0, actual_clicks_reward: 1071.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 72517.17999997968, max_watch_duration_reward: 102811.97076939308
user 0 / 5000, time taken: 0.0008130073547363281
user 1000 / 5000, time taken: 0.022558927536010742
user 2000 / 5000, time taken: 0.023492097854614258
user 3000 / 5000, time taken: 0.02252483367919922
user 4000 / 5000, time taken: 0.022929906845092773
Day 1, actual_clicks_reward: 1139.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 76497.65742965366, max_watch_duration_reward: 102811.97076939308
user 0 / 5000, time taken: 0.0007586479187011719
user 1000 / 5000, time taken: 0.10807204246520996
user 2000 / 5000, time taken: 0.023838043212890625
user 3000 / 5000, time taken: 0.023134946823120117
user 4000 / 5000, time taken: 0.022134065628051758
Day 2, actual_clicks_reward: 1156.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 79412.13313593579, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 30398, Loss per data point: 0.14138576591400748
Epoch 10, data points: 30398, Loss per data point: 0.13379981262136686
Epoch 20, data points: 30398, Loss per data point: 0.1335067211350247
Epoch 30, data points: 30398, Loss per data point: 0.13375633706077242
Epoch 40, data points: 30398, Loss per data point: 0.13371343522803386
Epoch 50, data points: 30398, Loss per data point: 0.13366622623801036
Epoch 60, data points: 30398, Loss per data point: 0.1335038868202427
Epoch 70, data points: 30398, Loss per data point: 0.13351513206599944
Epoch 80, data points: 30398, Loss per data point: 0.1335217736608002
Epoch 90, data points: 30398, Loss per data point: 0.1335509821681398
Training completed
user 0 / 5000, time taken: 9.012222290039062e-05
user 1000 / 5000, time taken: 0.48055100440979004
user 2000 / 5000, time taken: 0.5000150203704834
user 3000 / 5000, time taken: 0.4911479949951172
user 4000 / 5000, time taken: 0.46771693229675293
Day 3, actual_clicks_reward: 1048.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 63057.05555760197, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 40668, Loss per data point: 0.1360429580454115
Epoch 10, data points: 40668, Loss per data point: 0.1325125462923639
Epoch 20, data points: 40668, Loss per data point: 0.13225851751650705
Epoch 30, data points: 40668, Loss per data point: 0.13219107534350566
Epoch 40, data points: 40668, Loss per data point: 0.1322500750970627
Epoch 50, data points: 40668, Loss per data point: 0.13224076955420108
Epoch 60, data points: 40668, Loss per data point: 0.13224957473125384
Epoch 70, data points: 40668, Loss per data point: 0.13221041600756606
Epoch 80, data points: 40668, Loss per data point: 0.13222874436548376
Epoch 90, data points: 40668, Loss per data point: 0.13215135339454434
Training completed
user 0 / 5000, time taken: 0.0002491474151611328
user 1000 / 5000, time taken: 0.4559359550476074
user 2000 / 5000, time taken: 0.45424580574035645
user 3000 / 5000, time taken: 0.46804308891296387
user 4000 / 5000, time taken: 0.4697389602661133
Day 4, actual_clicks_reward: 1081.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 67575.62704515329, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 50742, Loss per data point: 0.13476251575005294
Epoch 10, data points: 50742, Loss per data point: 0.13318113171867754
Epoch 20, data points: 50742, Loss per data point: 0.13313492122852713
Epoch 30, data points: 50742, Loss per data point: 0.13314129827064464
Epoch 40, data points: 50742, Loss per data point: 0.13310514698347226
Epoch 50, data points: 50742, Loss per data point: 0.13319963686675354
Epoch 60, data points: 50742, Loss per data point: 0.13304789450058802
Epoch 70, data points: 50742, Loss per data point: 0.1328772786811037
Epoch 80, data points: 50742, Loss per data point: 0.133049670589819
Epoch 90, data points: 50742, Loss per data point: 0.13307608587264363
Training completed
user 0 / 5000, time taken: 9.608268737792969e-05
user 1000 / 5000, time taken: 0.45770692825317383
user 2000 / 5000, time taken: 0.47925686836242676
user 3000 / 5000, time taken: 0.4865548610687256
user 4000 / 5000, time taken: 0.4944026470184326
Day 5, actual_clicks_reward: 1070.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 68991.68645812054, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 60787, Loss per data point: 0.1340539666084816
Epoch 10, data points: 60787, Loss per data point: 0.1330562023516165
Epoch 20, data points: 60787, Loss per data point: 0.13307963748139176
Epoch 30, data points: 60787, Loss per data point: 0.13296507979104338
Epoch 40, data points: 60787, Loss per data point: 0.1329807740488735
Epoch 50, data points: 60787, Loss per data point: 0.132917449672288
Epoch 60, data points: 60787, Loss per data point: 0.13289792364877218
Epoch 70, data points: 60787, Loss per data point: 0.13296780530975244
Epoch 80, data points: 60787, Loss per data point: 0.13286655758670826
Epoch 90, data points: 60787, Loss per data point: 0.1328270480941047
Training completed
user 0 / 5000, time taken: 0.00025916099548339844
user 1000 / 5000, time taken: 0.4837009906768799
user 2000 / 5000, time taken: 0.5007858276367188
user 3000 / 5000, time taken: 0.5082859992980957
user 4000 / 5000, time taken: 0.478748083114624
Day 6, actual_clicks_reward: 1072.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 74748.19693535383, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 70869, Loss per data point: 0.13421272399241518
Epoch 10, data points: 70869, Loss per data point: 0.13370106174542495
Epoch 20, data points: 70869, Loss per data point: 0.13370592432029396
Epoch 30, data points: 70869, Loss per data point: 0.13368280871679247
Epoch 40, data points: 70869, Loss per data point: 0.13370291755059868
Epoch 50, data points: 70869, Loss per data point: 0.13365997224476345
Epoch 60, data points: 70869, Loss per data point: 0.1336311493477633
Epoch 70, data points: 70869, Loss per data point: 0.13369344120968754
Epoch 80, data points: 70869, Loss per data point: 0.1336117704946548
Epoch 90, data points: 70869, Loss per data point: 0.13366567955140354
Training completed
user 0 / 5000, time taken: 8.606910705566406e-05
user 1000 / 5000, time taken: 0.5138671398162842
user 2000 / 5000, time taken: 0.48641514778137207
user 3000 / 5000, time taken: 0.4801981449127197
user 4000 / 5000, time taken: 0.46025514602661133
Day 7, actual_clicks_reward: 1131.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 84394.29711317249, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 80831, Loss per data point: 0.1361490695871958
Epoch 10, data points: 80831, Loss per data point: 0.1360215530811725
Epoch 20, data points: 80831, Loss per data point: 0.1360704548868666
Epoch 30, data points: 80831, Loss per data point: 0.13604245327627942
Epoch 40, data points: 80831, Loss per data point: 0.1360031158300544
Epoch 50, data points: 80831, Loss per data point: 0.13602350091113038
Epoch 60, data points: 80831, Loss per data point: 0.13594424755531154
Epoch 70, data points: 80831, Loss per data point: 0.13597758292364315
Epoch 80, data points: 80831, Loss per data point: 0.13590871110014494
Epoch 90, data points: 80831, Loss per data point: 0.13602154452292742
Training completed
user 0 / 5000, time taken: 0.0001461505889892578
user 1000 / 5000, time taken: 0.4664931297302246
user 2000 / 5000, time taken: 0.4600799083709717
user 3000 / 5000, time taken: 0.46673107147216797
user 4000 / 5000, time taken: 0.6419389247894287
Day 8, actual_clicks_reward: 1066.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 75805.68318307099, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 90726, Loss per data point: 0.13692114701648922
Epoch 10, data points: 90726, Loss per data point: 0.13686574955273953
Epoch 20, data points: 90726, Loss per data point: 0.13680699716270367
Epoch 30, data points: 90726, Loss per data point: 0.13679017381581185
Epoch 40, data points: 90726, Loss per data point: 0.1367817990132179
Epoch 50, data points: 90726, Loss per data point: 0.1369558780745036
Epoch 60, data points: 90726, Loss per data point: 0.1366896796006218
Epoch 70, data points: 90726, Loss per data point: 0.13676735565171125
Epoch 80, data points: 90726, Loss per data point: 0.13677441936202342
Epoch 90, data points: 90726, Loss per data point: 0.1368214898263904
Training completed
user 0 / 5000, time taken: 0.0001289844512939453
user 1000 / 5000, time taken: 0.47365903854370117
user 2000 / 5000, time taken: 0.47129273414611816
user 3000 / 5000, time taken: 0.4627420902252197
user 4000 / 5000, time taken: 0.46221017837524414
Day 9, actual_clicks_reward: 1141.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 81941.98808139902, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 100591, Loss per data point: 0.13831567423258048
Epoch 10, data points: 100591, Loss per data point: 0.13834080868130516
Epoch 20, data points: 100591, Loss per data point: 0.1382294263853623
Epoch 30, data points: 100591, Loss per data point: 0.13831399636947386
Epoch 40, data points: 100591, Loss per data point: 0.13830589941762397
Epoch 50, data points: 100591, Loss per data point: 0.13828275978265686
Epoch 60, data points: 100591, Loss per data point: 0.13820497803881468
Epoch 70, data points: 100591, Loss per data point: 0.1382948499905422
Epoch 80, data points: 100591, Loss per data point: 0.13820052783630324
Epoch 90, data points: 100591, Loss per data point: 0.1382627526472392
Training completed
user 0 / 5000, time taken: 0.00013637542724609375
user 1000 / 5000, time taken: 0.46254897117614746
user 2000 / 5000, time taken: 0.47113680839538574
user 3000 / 5000, time taken: 0.4648170471191406
user 4000 / 5000, time taken: 0.4626140594482422
Day 10, actual_clicks_reward: 1034.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 71755.14104518996, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 110711, Loss per data point: 0.137258731139946
Epoch 10, data points: 110711, Loss per data point: 0.13727390034942308
Epoch 20, data points: 110711, Loss per data point: 0.1372146230369028
Epoch 30, data points: 110711, Loss per data point: 0.13720475901330276
Epoch 40, data points: 110711, Loss per data point: 0.1371787474919598
Epoch 50, data points: 110711, Loss per data point: 0.13720706857800707
Epoch 60, data points: 110711, Loss per data point: 0.13719027274307088
Epoch 70, data points: 110711, Loss per data point: 0.13720731663904842
Epoch 80, data points: 110711, Loss per data point: 0.13716791805775197
Epoch 90, data points: 110711, Loss per data point: 0.13716262634424156
Training completed
user 0 / 5000, time taken: 0.00013017654418945312
user 1000 / 5000, time taken: 0.4845001697540283
user 2000 / 5000, time taken: 0.47397708892822266
user 3000 / 5000, time taken: 0.45934009552001953
user 4000 / 5000, time taken: 0.4535558223724365
Day 11, actual_clicks_reward: 1057.0, max_clicks_reward: 1269.067059739562, actual_watch_duration_reward: 71626.35104580832, max_watch_duration_reward: 102811.97076939308
Epoch 0, data points: 120796, Loss per data point: 0.13715884624159289
Epoch 10, data points: 120796, Loss per data point: 0.13715280564229568
Epoch 20, data points: 120796, Loss per data point: 0.13713043626856616
Epoch 30, data points: 120796, Loss per data point: 0.13712662103426118
Epoch 40, data points: 120796, Loss per data point: 0.13718176738664747
Epoch 50, data points: 120796, Loss per data point: 0.13711535190849042
Epoch 60, data points: 120796, Loss per data point: 0.1371207549635007
Epoch 70, data points: 120796, Loss per data point: 0.1371586268394618
